326.163	147.934
460.561	416.821
86.573	129.307
310.313	165.555
53.3133	142.27
92.719	178.653
120.053	310.111
240.285	136.416
71.203	242.076
429.267	384.836
204.895	424.115
263.696	52.8289
364.537	157.345
407.925	21.6123
242.789	177.629
396.684	86.3023
197.388	344.109
365.767	361.384
209.44	260.092
340.992	28.0515
10.3799	336.853
51.6215	77.3948
3.5777	418.519
154.764	415.82
13.3067	490.263
185.196	284.887
316.557	282.49
82.2354	134.446
160.482	210.513
199.832	475.657
335.812	354.481
470.779	30.6467
486.386	53.1829
250.022	445.371
141.867	364.251
343.791	409.947
86.057	225.807
48.4433	389.833
243.323	345.928
52.629	68.8686
336.923	498.765
216.583	314.09
380.166	340.051
84.1176	327.374
292.904	373.373
57.9184	288.377
358.37	189.092
26.7578	482.454
120.258	309.388
238.332	97.3713
138.338	392.147
80.8185	221.279
12.6127	193.906
295.692	187.935
17.5613	258.913
284.747	53.7603
5.21029	369.299
308.144	378.506
311.895	411.755
333.263	15.907
137.752	260.923
302.342	396.389
177.504	428.504
214.643	354.423
7.89613	144.234
160.325	259.73
393.35	408.347
218.058	153.295
185.656	267.018
113.145	416.096
122.132	277.037
307.128	331.363
487.728	175.992
191.431	250.789
268.726	10.2818
467.447	97.366
391.412	134.647
427.009	466.896
469.083	141.255
122.452	496.632
224.704	170.577
195.158	473.847
489.739	70.7984
152.895	63.1343
233.911	229.242
296.007	237.687
178.298	3.8521
392.397	97.3553
491.739	361.542
54.425	104.982
60.6177	135.407
240.208	111.028
392.189	266.687
456.225	211.481
224.342	91.1797
66.761	113.538
122.046	368.197
393.363	169.675
424.405	285.678
122.565	70.8378
347.529	273.625
20.8782	453.052
296.062	404.231
230.865	63.8652
129	238.778
332.483	108.216
325.602	171.37
345.874	24.3779
362.687	350.418
171.152	142.131
274.858	451.902
162.375	133.849
217.383	77.6237
244.128	105.562
147.49	68.6551
223.321	263.698
409.46	197.037
444.721	215.777
317.483	187.512
396.072	18.5258
82.3963	438.633
411.89	104.433
91.6244	344.469
388.854	432.703
420.091	313.039
443.967	364.314
46.0225	442.584
465.178	188.456
267.332	362.462
211.59	492.833
459.939	332.773
86.2094	129.712
21.982	273.866
133.908	326.377
382.531	425.66
124.631	258.392
65.1015	308.65
98.1896	248.746
182.659	79.9954
422.224	137.097
44.4213	411.369
434.286	423.758
41.9504	168.255
8.73431	46.6271
433.619	276.478
475.043	44.623
199.704	468.297
153.979	165.499
417.398	268.478
163.383	289.715
22.0698	374.327
400.936	360.862
302.597	300.762
480.932	269.659
221.207	217.764
457.78	385.451
251.857	121.605
430.026	314.834
2.15589	80.8923
255.893	450.332
310.868	437.322
50.7439	475.079
148.443	44.4091
480.999	438.445
493.232	147.096
14.6771	389.417
357.433	0.164367
328.086	229.489
382.836	1.51381
289.075	381.154
122.085	465.915
94.2275	413.53
439.831	176.92
418.811	370.11
300.106	432.902
44.3541	371.95
90.7633	39.7703
313.724	238.557
90.6199	332.531
167.564	425.126
148.345	68.261
359.987	403.349
139.995	339.862
245.81	53.2584
484.255	143.646
358.375	104.191
54.9771	215.799
484.492	46.0518
175.548	249.341
286.657	443.682
321.244	440.956
366.125	425.372
262.347	371.213
88.0398	112.936
87.5568	178.292
184.113	159.602
455.887	124.179
461.11	299.23
283.054	133.279
373.359	380.453
