0	300.605	240.313	23.7011	272.909	235.457	262.264	86.6473	271.786	258.366	301.632	113.786	39.5107	150.473	88.504	93.6573	234.665	217.093	161.876	120.796	367.981	283.459	421.044	318.026	463.755	196.54	134.898	244.3	177.105	351.229	206.773	186.199	186.143	307.028	284.179	262.605	252.419	368.298	214.625	284.732	350.996	199.037	199.563	301.305	227.88	302.786	52.2614	448.94	261.657	101.345	308.088	256.073	316.903	50.2852	327.95	102.879	389.889	231.275	264.207	132.218	219.693	249.595	317.52	234.679	318.289	200.002	268.94	108.238	184.183	342.473	241.446	184.414	163.983	169.505	149.155	150.06	66.5884	334.525	143.076	403.842	103.955	351.257	180.851	192.907	122.969	94.6842	206.455	83.3378	270.266	275.112	265.841	93.5438	135.874	144.756	116.57	261.673	300.3	70.6292	169.189	217.706	127.494	431.62	258.059	127.08	217.085	40.2174	23.4432	125.118	205.752	155.119	308.267	164.393	129.525	92.3316	195.472	154.848	96.6929	136.596	40.5191	147.084	379.379	96.1322	305.997	291.588	189.952	246.37	406.568	144.801	222.449	363.431	228.17	240.645	329.219	262.305	283.389	229.818	306.566	249.269	158.773	96.67	385.716	296.259	284.938	333.203	167.542	181.214	344.419	173.078	151.178	215.869	379.113	225.675	154.634	196.902	126.064	271.546	78.8326	196.578	330.871	310.455	289.792	427.644	205.674	329.197	167.071	394.129	151.042	81.5774	157.005	236.15	377.836	352.612	117.306	240.719	286.156	359.999	259.061	91.4732	299.26	319.358	194.852	257.644	267.386	124.178	158.15	54.3233	279.549	188.276	181.572	298.375	293.063	280.301	232.22	240.682	240.53	142.529	131.88	202.734	45.532	237.261
300.605	0	471.733	292.762	491.151	438.215	356.838	356.579	426.774	44.7477	255.77	413.819	276.674	398.699	323.478	336.635	273.034	109.815	296.017	406.741	457.229	531.453	456.987	305.8	453.245	305.341	196.932	472.087	364.158	267.285	139.459	386.31	364.554	212.466	323.001	116.973	420.405	413.001	228.513	536.172	148.328	264.724	111.162	386.925	173.195	422.634	249.607	438.741	356.859	389.145	323.167	427.132	500.349	282.083	470.302	403.391	457.824	157.159	148.753	420.639	358.483	159.534	283.298	253.712	528.403	338.851	67.7439	358.126	313.072	347.417	366.162	175.627	242.357	316.224	449.527	319.529	290.524	60.2765	275.698	347.401	340.976	271.461	347.251	468.779	294.204	243.243	500.216	326.657	63.4657	512.046	489.029	376.916	164.97	205.386	402.296	497.051	341.99	256.119	136.036	483.68	182.432	441.174	164.98	421.115	376.341	334.127	280.107	408.858	118.275	399.014	188.988	411.082	417.361	379.112	468.224	282.365	225.646	201.667	270.285	403.482	378.794	316.157	375.965	73.4448	111.394	55.0671	415.339	228.412	200.73	260.317	84.0502	471.774	461.29	338.944	78.5294	371.416	409.987	399.453	436.671	282.339	416.176	27.1759	486.847	584.116	142.906	372.48	265.888	396.429	154.495	323.22	440.546	81.7718	196.017	148.566	311.311	31.4935	361.538	106.461	568.317	207.393	151.091	413.938	485.91	29.7537	271.697	446.726	429.23	229.441	422.518	175.157	342.019	366.349	240.795	62.6501	161.26	418.619	528.127	230.953	379.423	293.115	467.946	101.473	329.675	422.251	274.201	328.906	452.668	371.541	330.579	175.966	141.393	94.8233	203.394	480.748	442.751	377.605	292.68	117.592	334.522	94.4822
240.313	471.733	0	226.657	35.6964	49.727	183.877	153.876	113.812	427.475	317.667	192.928	279.374	338.918	163.519	313.079	241.702	363.055	179.446	273.828	221.09	62.5818	300.885	294.516	368.317	184.205	276.329	6.72498	109.804	364.398	335.892	396.671	406.996	355.826	241.363	380.683	96.5013	263.301	267.386	69.3182	446.29	225.937	361.4	198.082	319.595	161.631	278.295	358.177	183.204	155.083	267.889	92.1515	98.1998	217.182	146.834	212.086	253.409	333.457	361.312	271.506	141.216	343.35	312.71	258.996	80.0802	149.831	414.699	133.656	169.652	288.017	151.949	299.117	403.863	160.477	217.593	382.211	304.886	479.44	382.696	369.073	144.165	361.246	407.39	93.6878	178.033	235.815	155.411	307.489	467.004	40.314	26.6623	154.718	335.074	378.676	142.948	25.3216	241.51	309.434	372.267	68.6594	298.204	330.343	345.643	158.439	117.405	246.813	242.702	279.727	353.735	85.5461	373.522	75.9379	140.65	159.334	85.9625	191.731	329.914	368.438	238.133	328.728	309.354	326.266	215.221	428.279	380.777	427.736	315.89	383.198	295.017	384.422	425.207	0.544489	158.333	202.675	418.828	134.578	180.624	120.003	108.001	335.741	285.194	455.637	59.2296	113.555	376.962	397.593	357.369	76.5073	358.907	177.85	253.368	390.438	275.795	418.59	161.093	451.004	165.464	390.359	97.3151	362.942	381.027	347.623	105.051	501.137	407.048	269.863	300.071	261.467	322.65	323.162	338.476	284.326	356.453	410.327	371.168	246.288	89.6348	252.058	203.264	306.706	86.8467	387.11	217.227	176.465	397.94	272.96	92.0825	406.535	149.415	372.646	390.123	407.19	299.023	16.4367	48.9952	102.136	369.349	411.281	196.521	381.209
23.7011	292.762	226.657	0	258.052	217.987	238.945	75.8482	251.056	249.468	279.224	121.985	54.8421	173.919	68.5941	117.222	211.267	203.529	138.248	140.885	345.402	273.301	397.589	294.666	440.054	172.899	117.101	230.189	156.43	329.195	190.64	209.642	208.876	286.238	260.488	246.674	232.209	344.784	192.411	275.226	334.271	175.636	187.959	278.118	208.546	280.692	53.5118	425.239	238.345	99.1472	284.463	236.162	299.047	26.7328	307.277	114.681	366.877	212.962	246.205	151.398	197.16	230.972	294.585	211.716	303.167	177.102	256.599	93.0653	160.729	318.819	218.724	165.839	177.723	146.279	160.746	171.292	86.79	323.148	160.619	380.661	85.7554	329.097	202.911	187.804	99.4648	73.5374	208.748	106.72	267.07	262.959	251.508	88.8141	130.121	152.97	113.678	249.044	276.601	83.1524	165.67	210.286	114.298	407.955	239.101	129.045	195.54	61.4757	16.358	145.587	192.139	141.118	288.533	151.297	127.937	89.3282	189.475	131.147	104.026	143.485	23.0987	170.212	355.693	118.549	282.55	278.455	183.855	239.517	382.876	156.55	201.543	341.843	224.388	226.951	308.003	238.71	269.945	207.597	283.91	227.853	153.674	115.473	362.109	286.423	268.376	324.181	165.857	204.354	322.315	156.334	148.528	192.365	355.907	215.308	135.427	199.872	103.274	264.766	73.1342	191.352	319.575	289.93	271.767	403.957	202.183	321.874	183.848	370.83	171.972	66.3583	179.358	216.642	354.466	328.914	130.016	231.548	267.541	336.649	253.029	73.0821	275.945	296.234	188.944	242.927	243.703	129.503	175.317	77.9455	260.232	211.233	158.687	279.131	275.618	265.744	211.177	228.416	223.12	126.34	151.34	201.517	42.2465	223.956
272.909	491.151	35.6964	258.052	0	53.6333	180.623	187.063	101.397	447.415	320.022	228.605	311.588	374.577	192.747	347.902	247.985	381.626	195.596	309.524	199.264	64.8971	280.691	291.756	350.285	194.249	298.26	29.9615	127.052	364.163	353.326	432.131	442.141	361.337	238.993	395.004	89.7252	247.611	278.533	73.4044	455.547	237.022	382.034	187.649	332.885	146.18	308.629	341.219	180.028	190.389	263.946	83.6597	65.7486	246.643	121.999	247.781	232.069	347.486	373.479	307.148	145.631	355.797	312.015	266.526	45.4596	158.897	431.766	165.113	181.87	280.286	151.321	316.509	435.722	175.65	252.633	416.561	338.185	495.006	415.771	361.044	173.713	360.643	442.239	127.196	200.449	260.777	186.496	342.046	490.201	37.3048	10.0229	189.488	360.994	408.813	178.497	31.7232	236.151	341.152	397.838	99.4906	322.206	312.47	357.143	194.093	122.647	281.239	273.839	315.42	372.877	117.839	380.728	109.386	176.346	194.314	119.534	208.92	360.333	398.25	268.016	364.412	297.787	360.567	205.796	443.778	404.583	449.348	300.403	414.447	307.065	384.637	449.039	35.2114	135.275	200.975	434.39	136.273	166.798	115.547	143.557	368.947	269.246	473.683	28.3614	105.522	403.292	432.887	357.385	103.311	385.339	183.999	234.151	410.639	295.401	446.19	184.086	471.943	199.616	414.356	79.9018	368.702	391.65	332.819	136.479	520.226	439.945	250.149	335.682	288.283	358.326	335.632	330.871	274.328	388.068	430.697	381.278	229.855	109.127	277.642	193.884	305.059	120.45	402.754	215.77	212.08	430.944	307.429	73.5482	441.784	162.498	381.18	401.248	421.898	310.016	45.4577	49.7014	131.943	402.979	436.961	229.917	398.949
235.457	438.215	49.727	217.987	53.6333	0	134.269	153.491	66.9736	394.685	269.88	212.284	272.652	352.16	150.074	317.685	195.784	328.551	142.324	290.38	178.346	109.28	255.895	245.148	321.57	140.846	246.75	45.4327	74.8793	315.729	300.016	405.999	413.179	309.65	191.995	341.37	47.6225	215.771	225.084	116.875	402.626	183.537	329.659	148.969	279.267	115.111	265.856	310.88	133.604	166.763	218.313	44.256	81.5456	203.185	109.956	229.07	209.771	293.852	319.96	290.427	93.7887	302.243	263.845	213.917	91.5402	105.565	378.336	127.879	128.241	238.32	102.686	263.233	395.018	122.261	243.572	383.443	301.918	441.4	378.217	319.366	132.232	312.463	411.409	130.252	149.982	211.686	194.625	310.51	438.937	83.0294	53.8584	162.253	312.142	364.986	158.039	70.0983	191.8	300.778	348.526	111.87	271.933	283.648	303.701	179.612	70.2232	249.896	232.997	296.459	319.978	86.5194	328.389	82.8211	160.462	168.128	122.879	155.851	317.274	353.954	224.939	343.021	260.185	327.687	165.82	390.177	353.881	397.297	268.03	372.588	253.526	335.915	398.251	49.3714	118.614	153.359	380.794	85.8872	132.899	70.3064	133.501	332.115	237.675	420.41	51.8224	156.474	354.659	405.137	308.771	62.6559	336.876	131.637	208.038	358.047	242.815	398.737	134.309	419.565	169.054	363.76	133.262	316.916	338.376	299.383	145.35	467.176	401.754	224.749	319.267	240.795	339.921	282.068	288.759	234.882	347.117	378.142	328.103	199.256	138.896	228.98	153.892	257.586	123.615	349.171	167.999	197.89	393.098	275.894	52.9556	413.605	108.892	328.409	347.889	368.267	256.618	65.8833	5.1748	93.3585	367.23	387.622	195.669	345.662
262.264	356.838	183.877	238.945	180.623	134.269	0	211.247	83.7557	318.115	142.11	294.664	288.287	407.556	180.598	355.83	84.4777	251.006	102.43	358.29	112.887	242.569	159.119	111.262	209.403	69.8556	198.435	179.689	107.491	183.767	220.274	448.451	447.45	187.583	58.3699	245.001	90.9	107.161	128.368	250.487	287.442	96.6122	261.83	39.867	184.064	65.826	267.283	195.976	0.751356	243.409	84.0492	97.1105	158.262	213.953	114.568	304.696	129.198	200.14	217.105	363.338	52.2754	201.676	131.597	104.455	200.236	64.4984	290.416	184.922	78.4902	106.21	33.1393	188.278	391.373	92.8109	334.665	407.36	323.146	344.679	387.729	186.536	174.417	180.14	440.384	249.15	139.654	190.275	311.748	345.595	375.228	215.372	184.537	232.532	275.579	350.342	242.501	203.669	58.1211	307.279	305.331	239.286	230.383	173.977	199.594	270.03	71.8919	293.066	247.99	364.195	245.959	175.579	209.927	181.271	252.038	239.238	243.009	113.218	310.712	338.094	232.398	401.507	133.926	357.032	44.5948	295.437	300.052	328.417	151.756	365.939	156.307	204.368	340.641	183.545	104.554	21.3669	286.786	51.9211	54.9711	65.143	238.48	348.196	126.386	334.152	161.935	286.034	315.365	443.285	177.108	148.538	300.246	47.8894	117.152	285.431	182.783	363.139	136.967	346.028	230.014	310.009	257.761	195.23	229.332	178.937	267.214	383.082	407.23	131.885	390.404	223.109	405.323	183.345	155.818	106.595	346.407	304.723	217.937	97.747	271.922	206.466	36.9998	124.442	243.499	257.413	35.8168	285.986	400.442	314.96	114.584	450.047	82.2954	213.537	239.996	271.728	154.858	199.757	135.765	163.574	383.868	341.23	240.497	262.891
86.6473	356.579	153.876	75.8482	187.063	153.491	211.247	0	199.381	312.133	289.868	86.8038	126.002	203.183	41.2884	164.232	212.077	257.597	127.464	147.936	305.01	197.68	368.256	292.199	420.389	158.361	164.788	158.062	108.898	341.644	238.071	253.604	259.795	309.108	248.183	292.459	178.261	317.841	209.534	199.443	375.014	179.248	247.051	246.684	242.729	237.381	129.301	406.616	210.536	39.0936	275.302	180.641	234.818	75.6581	254.187	93.8556	330.899	251.42	284.499	152.209	161.291	267.277	298.759	219.509	232.52	146.969	312.05	27.9088	141.567	307.222	183.669	206.088	250.588	124.37	129.301	230.494	151.138	379.583	228.849	378.998	37.5463	340.435	257.94	114.049	93.0448	115.589	146.341	157.048	337.507	188.499	179.67	25.3887	200.113	228.615	47.9636	175.026	260.198	156.649	237.022	134.753	174.148	385.224	273.562	73.1598	151.202	96.4144	92.1998	153.953	246.534	69.3683	317.374	77.9522	63.0955	31.0926	114.902	128.408	179.709	219.299	92.5767	195.365	340.975	174.56	255.707	331.45	252.043	305.653	362.597	230.836	227.658	357.57	294.626	154.221	257.97	217.718	322.329	168.089	245.67	181.133	80.6473	181.94	337.582	346.701	200.874	248.35	238.737	252.066	334.352	91.0746	220.929	171.507	322.83	276.016	175.762	275.072	83.5551	330.639	18.7957	260.451	244.516	314.304	309.073	388.096	130.001	386.219	253.172	338.981	179.689	127.952	196.264	249.554	350.058	313.249	203.616	294.082	302.46	306.374	178.037	125.802	246.699	297.728	114.447	292.543	226.823	83.3411	244.077	122.408	201.595	260.39	130.165	310.745	315.117	315.168	235.831	154.045	158.365	60.7688	215.949	274.358	42.8841	277.962
271.786	426.774	113.812	251.056	101.397	66.9736	83.7557	199.381	0	385.474	225.858	269.941	305.326	402.475	183.29	360.837	162.275	317.808	139.406	344.373	112.615	165.841	188.959	192.793	254.85	121.767	248.66	108.194	94.6945	266.656	287.494	452.066	456.133	270.749	141.139	320.132	22.0302	149.499	201.024	174.201	369.454	162.239	324.125	86.2695	257.664	48.1693	292.014	244.453	83.2902	221.069	164.403	22.9127	75.8494	230.925	56.2219	284.717	143.32	273.412	294.488	346.162	69.1666	277.917	214.605	182.2	116.537	90.8535	362.525	171.606	117.139	179.003	61.7736	252.255	421.735	120.543	304.539	421.841	337.75	420.882	410.455	259.663	169.336	262.835	452.226	196.707	163.214	224.846	261.19	352.293	437.176	138.117	107.194	213.86	321.928	386.236	214.991	128.615	135.984	330.195	355.883	178.776	278.121	216.895	277.229	239.272	57.8912	293.574	264.042	350.48	310.967	141.347	292.407	141.511	220.03	220.316	189.459	153.647	341.242	374.442	252.252	394.353	196.875	367.441	104.409	370.461	356.031	392.294	202.083	397.608	230.129	287.38	399.176	113.361	58.5945	105.064	361.426	55.8632	66.8532	27.7987	196.705	366.383	171.398	406.002	79.4054	205.189	364.045	449.527	260.17	112.765	347.201	103.762	141.083	350.477	238.72	410.657	151.961	412.308	217.139	366.125	175.35	278.354	309.128	233.899	212.222	454.416	432.585	157.812	374.765	257.192	393.682	258.478	229.549	172.993	374.342	370.437	298.011	132.62	203.249	242.547	92.515	206.864	190.165	330.764	119.559	257.177	424.618	318.559	30.883	457.42	104.597	295.068	319.49	347.241	230.678	130.233	65.847	139.824	402.345	394.074	238.155	332.335
258.366	44.7477	427.475	249.468	447.415	394.685	318.115	312.133	385.474	0	227.784	371.002	236.521	363.85	278.763	300.307	235.429	67.6931	252.755	367.543	421.627	486.967	427.02	276.247	429.113	263.744	152.245	427.933	320.366	246.757	98.2617	356.614	336.536	189.191	288.136	89.0887	378.264	380.857	189.971	491.622	146.654	224.142	66.4578	349.9	136.844	383.672	208.188	414.178	318.087	345.097	291.021	384.926	458.318	237.934	430.533	361.244	424.342	121.288	120.42	381.216	316.758	127.45	255.522	216.769	485.225	296.617	42.9282	313.402	270.606	317.664	325.504	133.332	216.873	273.011	407.51	289.994	253.037	82.0909	246.814	326.548	296.231	250.46	319.807	424.116	249.747	198.523	456.218	289.836	66.6737	467.788	445.104	332.738	123.831	175.439	358.09	452.784	307.672	218.136	99.2775	438.932	138.019	414.047	134.61	377.34	333.907	293.063	237.306	369.979	74.9508	354.301	168.345	366.369	373.195	335.068	423.52	238.932	188.841	169.764	226.787	367.811	351.018	280.941	340.048	62.6455	72.3815	25.2433	387.571	199.636	163.473	242.996	60.4261	427.524	422.132	301.089	62.0557	329.836	372.05	357.957	392.101	247.839	385.76	39.2439	443.759	539.661	108.446	343.279	244.264	351.984	116.962	282.387	407.333	37.1137	152.033	126.234	266.837	28.5194	317.435	70.0066	524.22	185.333	129.511	389.132	441.308	74.4988	246.195	414.616	391.322	185.393	386.124	140.241	317.703	336.266	208.184	18.0609	137.815	385.129	483.379	186.407	342.663	264.787	423.246	71.7114	292.748	378.946	247.379	289.46	410.691	343.256	287.633	154.274	121.731	75.0345	167.476	436.31	399.283	332.913	262.013	91.3364	290.963	56.08
